Symbol,Company Name,Market Cap,Stock Price,Percent Change,Revenue
KULR,"KULR Technology Group, Inc.",445.32M,2.080,-5.02%,9.70M
ASA,ASA Gold and Precious Metals Limited,444.77M,23.39,-0.81%,2.14M
YORW,The York Water Company,444.59M,30.93,0.15%,74.19M
CELC,Celcuity Inc.,443.70M,11.95,1.96%,-
ATXS,"Astria Therapeutics, Inc.",443.57M,7.86,4.94%,-
SAGE,"Sage Therapeutics, Inc.",443.51M,7.25,-1.36%,106.40M
GFR,Greenfire Resources Ltd.,443.21M,6.38,-2.15%,551.35M
CMPX,"Compass Therapeutics, Inc.",443.04M,3.220,6.62%,850.00K
SMC,Summit Midstream Corporation,442.35M,41.54,-0.05%,450.86M
WDH,Waterdrop Inc.,440.88M,1.195,1.27%,391.24M
SD,"SandRidge Energy, Inc.",440.34M,11.85,-2.47%,120.24M
KALV,"KalVista Pharmaceuticals, Inc.",440.31M,8.91,1.60%,-
CLDT,Chatham Lodging Trust,437.60M,8.74,-0.23%,313.27M
MUX,McEwen Mining Inc.,436.11M,8.24,-3.63%,199.63M
TRC,Tejon Ranch Co.,435.07M,16.22,0.12%,40.12M
RWAY,Runway Growth Finance Corp.,433.60M,11.61,0.78%,150.08M
ZSPC,"zSpace, Inc.",431.42M,17.65,3.52%,41.62M
PERI,Perion Network Ltd.,431.22M,8.96,2.63%,602.94M
KRNY,Kearny Financial Corp.,431.06M,6.90,0.29%,148.07M
CDXC,ChromaDex Corporation,430.98M,5.63,-4.25%,91.67M
BIOX,Bioceres Crop Solutions Corp.,430.54M,6.85,-2.07%,441.27M
GRVY,"Gravity Co., Ltd.",430.28M,61.92,-0.13%,381.08M
FBIZ,"First Business Financial Services, Inc.",428.46M,51.66,4.26%,144.63M
SIGA,"SIGA Technologies, Inc.",427.00M,5.98,-2.92%,173.73M
AIP,"Arteris, Inc.",426.68M,10.62,-5.26%,54.74M
TITN,Titan Machinery Inc.,426.62M,18.72,-0.58%,2.79B
MFH,Mercurity Fintech Holding Inc.,426.35M,7.01,-0.43%,716.86K
ABSI,Absci Corporation,426.11M,3.710,-2.88%,4.21M
NNOX,Nano-X Imaging Ltd.,426.04M,7.28,-3.96%,10.68M
CHPT,"ChargePoint Holdings, Inc.",425.62M,0.962,-4.73%,431.03M
SES,SES AI Corporation,425.49M,1.180,12.38%,-
EGY,"VAALCO Energy, Inc.",425.35M,4.100,-1.91%,506.42M
WALD,Waldencast plc,425.06M,3.460,2.67%,240.38M
AMCX,AMC Networks Inc.,424.88M,9.63,-2.33%,2.50B
ALNT,Allient Inc.,424.67M,25.21,-1.68%,548.96M
ITIC,Investors Title Company,424.58M,225.35,-1.89%,241.02M
ACTG,Acacia Research Corporation,424.53M,4.360,-0.46%,165.78M
FFWM,First Foundation Inc.,424.18M,5.15,-5.68%,96.07M
MOV,"Movado Group, Inc.",423.84M,19.12,-3.73%,658.33M
CYH,"Community Health Systems, Inc.",423.66M,3.200,-2.44%,12.55B
SNDA,"Sonida Senior Living, Inc.",423.64M,23.09,-3.27%,253.20M
EHAB,"Enhabit, Inc.",422.39M,8.40,-3.56%,1.04B
BSRR,Sierra Bancorp,422.10M,30.14,-0.69%,146.76M
LAR,Lithium Argentina AG,420.69M,2.600,-1.14%,-
TCMD,"Tactile Systems Technology, Inc.",420.19M,17.51,-2.51%,285.05M
BWMX,"Betterware de México, S.A.P.I. de C.V.",419.37M,11.26,-2.09%,700.82M
JILL,"J.Jill, Inc.",419.10M,27.32,-2.50%,614.92M
ZVRA,"Zevra Therapeutics, Inc.",418.47M,7.84,-2.24%,24.49M
SPMC,"Sound Point Meridian Capital, Inc.",417.81M,20.65,1.13%,-
SPIR,"Spire Global, Inc.",417.05M,17.15,-3.76%,107.22M
LMNR,Limoneira Company,417.00M,23.06,-0.09%,191.50M
GRPN,"Groupon, Inc.",416.37M,10.47,-0.29%,499.89M
CWCO,Consolidated Water Co. Ltd.,414.56M,26.18,-0.42%,158.81M
SHYF,"The Shyft Group, Inc.",414.47M,12.01,-0.08%,787.08M
KBSX,FST Corp.,414.22M,6.77,-1.17%,33.94M
MSBI,"Midland States Bancorp, Inc.",413.98M,19.26,-2.78%,170.13M
NETD,Nabors Energy Transition Corp. II,413.28M,10.84,0.09%,-
CYD,China Yuchai International Limited,412.07M,10.95,-1.79%,2.64B
TRML,"Tourmaline Bio, Inc.",411.82M,16.06,-2.07%,-
BLDP,Ballard Power Systems Inc.,411.69M,1.360,-,91.96M
NPCE,"NeuroPace, Inc.",410.71M,13.76,-3.03%,76.45M
ASPI,ASP Isotopes Inc.,410.49M,5.75,-6.20%,3.38M
SGU,"Star Group, L.P.",410.44M,11.87,-2.94%,1.77B
CNL,Collective Mining Ltd.,410.18M,5.26,2.94%,-
PHAT,"Phathom Pharmaceuticals, Inc.",409.58M,5.99,-5.52%,26.27M
ANNX,"Annexon, Inc.",409.32M,3.840,-4.95%,-
GLUE,"Monte Rosa Therapeutics, Inc.",409.16M,6.66,3.26%,14.98M
DHIL,"Diamond Hill Investment Group, Inc.",408.48M,150.04,0.68%,145.80M
JFIN,Jiayin Group Inc.,408.35M,7.70,-5.29%,854.96M
CVGW,"Calavo Growers, Inc.",408.30M,22.89,-1.93%,661.54M
HYLN,Hyliion Holdings Corp.,408.28M,2.350,-2.89%,-
GILT,Gilat Satellite Networks Ltd.,407.67M,7.15,1.42%,302.93M
SOHU,Sohu.com Limited,407.32M,12.59,-2.02%,607.23M
ALMS,Alumis Inc.,406.97M,7.48,11.31%,-
GEVO,"Gevo, Inc.",406.89M,1.760,-0.57%,15.59M
CARE,"Carter Bankshares, Inc.",406.48M,17.62,-1.23%,140.87M
HBCP,"Home Bancorp, Inc.",406.19M,50.20,0.40%,130.22M
XPER,Xperi Inc.,404.37M,9.02,-1.20%,508.56M
BMRC,Bank of Marin Bancorp,403.86M,25.27,0.40%,67.98M
MEI,"Methode Electronics, Inc.",403.63M,11.32,-5.67%,1.09B
BSVN,Bank7 Corp.,403.40M,42.96,-1.42%,97.45M
CRMT,"America's Car-Mart, Inc.",401.82M,48.69,-2.83%,1.36B
HOUS,Anywhere Real Estate Inc.,401.65M,3.610,-1.63%,5.58B
URG,Ur-Energy Inc.,400.00M,1.050,-6.25%,16.49M
SNBR,Sleep Number Corporation,399.99M,17.88,-0.61%,1.73B
RGNX,REGENXBIO Inc.,399.83M,8.07,2.15%,84.33M
SCM,Stellus Capital Investment Corporation,397.75M,14.70,-0.45%,107.14M
ABVX,ABIVAX Société Anonyme,397.73M,5.97,1.19%,9.68M
LSAK,"Lesaka Technologies, Inc.",397.52M,5.15,3.00%,573.68M
OFLX,"Omega Flex, Inc.",397.31M,39.36,-1.43%,102.86M
CRNT,Ceragon Networks Ltd.,395.86M,4.610,0.22%,377.62M
PGEN,"Precigen, Inc.",395.37M,1.350,-0.74%,3.96M
MLP,"Maui Land & Pineapple Company, Inc.",395.18M,20.13,-4.82%,12.20M
LOVE,The Lovesac Company,394.46M,25.56,-2.26%,689.65M
NYXH,Nyxoah S.A.,394.45M,10.80,3.35%,5.67M
LAND,Gladstone Land Corporation,392.97M,10.86,0.09%,88.45M
APEI,"American Public Education, Inc.",392.68M,22.17,1.05%,613.25M
AURA,"Aura Biosciences, Inc.",392.12M,7.85,-1.01%,-
KMDA,Kamada Ltd.,391.15M,6.73,0.30%,158.38M
PKST,Peakstone Realty Trust,391.11M,10.75,-0.37%,233.20M
GNE,Genie Energy Ltd.,389.77M,14.33,-0.07%,427.22M
OABI,"OmniAb, Inc.",389.66M,3.220,0.31%,20.41M
HIVE,HIVE Digital Technologies Ltd.,389.44M,2.930,-4.87%,123.02M
BWB,"Bridgewater Bancshares, Inc.",389.04M,14.12,-0.70%,106.04M
CVRX,"CVRx, Inc.",387.73M,15.98,-4.94%,47.26M
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,386.61M,3.840,-0.26%,216.81M
TRAK,"ReposiTrak, Inc.",385.85M,21.13,-2.13%,20.83M
EAF,GrafTech International Ltd.,385.75M,1.500,3.45%,541.71M
LE,"Lands' End, Inc.",385.07M,12.45,-3.64%,1.44B
NRC,National Research Corporation,384.80M,16.67,-0.30%,143.06M
OBE,Obsidian Energy Ltd.,384.52M,5.16,-3.37%,516.16M
EWCZ,"European Wax Center, Inc.",384.36M,6.75,-2.32%,223.50M
OOMA,"Ooma, Inc.",383.80M,14.37,-0.76%,253.43M
ZEUS,"Olympic Steel, Inc.",383.74M,34.47,-3.01%,2.01B
ZIMV,ZimVie Inc.,381.97M,13.84,-2.33%,451.29M
FRBA,First Bank,381.78M,15.21,-0.91%,128.68M
RIGL,"Rigel Pharmaceuticals, Inc.",381.37M,21.65,-4.20%,157.37M
CCIX,Churchill Capital Corp IX,381.29M,10.40,0.29%,-
RVNC,"Revance Therapeutics, Inc.",380.95M,3.630,-,256.95M
BYON,"Beyond, Inc.",379.83M,8.29,-0.36%,1.48B
SB,"Safe Bulkers, Inc.",379.06M,3.550,-1.66%,318.43M
LXFR,Luxfer Holdings PLC,379.01M,14.15,-2.01%,384.40M
TERN,"Terns Pharmaceuticals, Inc.",378.83M,4.460,-3.88%,-
XYF,X Financial,378.82M,7.99,-2.56%,763.52M
RRBI,"Red River Bancshares, Inc.",378.17M,55.80,0.16%,108.54M
USCB,"USCB Financial Holdings, Inc.",378.17M,18.98,-2.01%,79.52M
ALLO,"Allogene Therapeutics, Inc.",377.41M,1.800,-6.25%,43.00K
KLTR,"Kaltura, Inc.",377.23M,2.520,10.04%,177.59M
NL,"NL Industries, Inc.",376.13M,7.70,-5.98%,150.69M
PSTL,"Postal Realty Trust, Inc.",374.79M,13.16,1.46%,72.01M
IRWD,"Ironwood Pharmaceuticals, Inc.",374.47M,2.340,1.74%,378.42M
HRZN,Horizon Technology Finance Corporation,374.43M,9.39,0.54%,104.55M
PNRG,PrimeEnergy Resources Corporation,374.24M,217.90,-6.28%,210.06M
LESL,"Leslie's, Inc.",374.12M,2.020,-1.46%,1.33B
MTRX,Matrix Service Company,373.64M,13.56,-3.35%,696.13M
GOCO,"GoHealth, Inc.",373.36M,16.30,0.49%,686.46M
CYRX,"Cryoport, Inc.",372.71M,7.54,-2.46%,226.11M
VENU,Venu Holding Corporation,372.68M,9.97,1.73%,17.48M
PBPB,Potbelly Corporation,371.52M,12.41,-2.13%,471.72M
CDZI,Cadiz Inc.,371.41M,4.940,5.33%,5.54M
PSNL,"Personalis, Inc.",370.72M,5.22,-2.61%,87.49M
VALU,"Value Line, Inc.",370.11M,39.30,-2.46%,35.86M
CWBC,Community West Bancshares,369.82M,19.49,-0.31%,105.70M
WTBA,"West Bancorporation, Inc.",369.14M,21.93,-1.22%,78.80M
HVT.A,"Haverty Furniture Companies, Inc.",369.13M,23.29,-,749.29M
AMPX,"Amprius Technologies, Inc.",368.21M,3.330,-0.30%,17.48M
FMAO,"Farmers & Merchants Bancorp, Inc.",368.10M,27.17,-1.31%,98.00M
HVT,"Haverty Furniture Companies, Inc.",368.03M,22.43,-4.80%,749.29M
GPAT,GP-Act III Acquisition Corp.,368.00M,10.24,0.49%,-
OTLY,Oatly Group AB,367.85M,0.616,-6.97%,813.47M
AHG,Akso Health Group,367.25M,1.280,-3.76%,2.41M
EGHT,"8x8, Inc.",365.85M,2.800,-4.76%,719.56M
POET,POET Technologies Inc.,365.72M,4.770,2.36%,119.95K
ALF,Centurion Acquisition Corp.,365.48M,10.17,-0.10%,-
RNGR,"Ranger Energy Services, Inc.",364.60M,16.39,-4.60%,579.50M
RM,Regional Management Corp.,363.74M,35.79,-1.89%,556.73M
MBAV,M3-Brigade Acquisition V Corp.,363.08M,10.10,0.03%,-
MBI,MBIA Inc.,362.82M,7.11,15.42%,-13.00M
HLLY,Holley Inc.,362.05M,3.050,-2.56%,617.88M
ASLE,AerSale Corporation,360.24M,6.77,-0.44%,344.75M
QSI,Quantum-Si incorporated,359.89M,1.980,1.02%,2.27M
SAR,Saratoga Investment Corp.,358.37M,24.98,0.69%,154.79M
PRME,"Prime Medicine, Inc.",357.27M,2.800,-1.06%,800.00K
GTN,"Gray Media, Inc.",356.69M,3.740,1.08%,3.46B
TBCH,Turtle Beach Corporation,356.41M,17.75,0.62%,326.23M
TBRG,"TruBridge, Inc.",355.52M,24.82,0.89%,337.67M
LOCO,"El Pollo Loco Holdings, Inc.",355.38M,11.87,-0.42%,470.97M
CMRX,"Chimerix, Inc.",354.35M,3.940,-4.14%,159.00K
TBN,Tamboran Resources Corporation,353.56M,24.00,-0.50%,-
EVTL,Vertical Aerospace Ltd.,353.28M,5.08,2.63%,-
ESPR,"Esperion Therapeutics, Inc.",352.69M,1.790,-1.11%,295.45M
TRVI,"Trevi Therapeutics, Inc.",352.10M,3.940,1.03%,-
ACNB,ACNB Corporation,351.56M,41.10,0.24%,111.10M
MTW,"The Manitowoc Company, Inc.",350.92M,9.99,-0.70%,2.18B
WOW,"WideOpenWest, Inc.",350.49M,4.270,1.91%,647.10M
QUAD,"Quad/Graphics, Inc.",350.24M,6.72,-4.27%,2.75B
TSSI,"TSS, Inc.",349.75M,14.41,7.14%,122.53M
NEWT,"NewtekOne, Inc.",349.33M,13.28,-0.45%,316.41M
PAMT,Pamt Corp.,348.74M,16.01,-0.56%,728.28M
MVIS,"MicroVision, Inc.",348.24M,1.590,1.27%,8.15M
CERS,Cerus Corporation,347.29M,1.870,-5.56%,176.23M
CIVB,"Civista Bancshares, Inc.",347.18M,22.06,3.13%,149.09M
NREF,"NexPoint Real Estate Finance, Inc.",346.72M,15.41,-,73.16M
NVEC,NVE Corporation,346.63M,71.66,-0.06%,25.69M
TATT,TAT Technologies Ltd.,346.54M,31.91,3.17%,142.91M
NAK,Northern Dynasty Minerals Ltd.,345.55M,0.650,-2.61%,-
CRVS,"Corvus Pharmaceuticals, Inc.",344.42M,5.36,1.32%,-
HCAT,"Health Catalyst, Inc.",342.57M,5.63,1.99%,302.06M
ENGN,enGene Holdings Inc.,341.54M,6.70,-5.63%,-
LWAY,"Lifeway Foods, Inc.",341.37M,23.04,-2.21%,181.98M
PANL,"Pangaea Logistics Solutions, Ltd.",341.05M,5.25,-2.05%,521.24M
CDXS,"Codexis, Inc.",340.97M,4.190,-6.89%,64.45M
BRT,BRT Apartments Corp.,338.83M,17.14,-1.66%,96.74M
WEYS,"Weyco Group, Inc.",338.32M,35.74,-2.24%,290.41M
RDUS,"Radius Recycling, Inc.",338.15M,12.01,-2.36%,2.72B
BNED,"Barnes & Noble Education, Inc.",338.09M,11.19,-0.09%,1.56B
SEG,Seaport Entertainment Group Inc.,338.08M,26.61,0.04%,111.49M
IHRT,"iHeartMedia, Inc.",337.63M,2.220,-6.33%,3.80B
TTSH,"Tile Shop Holdings, Inc.",336.73M,7.54,0.80%,352.08M
AEHR,"Aehr Test Systems, Inc.",336.63M,11.33,-0.09%,50.74M
KOD,Kodiak Sciences Inc.,336.01M,6.40,-5.88%,-
BRY,Berry Corporation,335.45M,4.360,-4.18%,806.73M
AENT,Alliance Entertainment Holding Corporation,335.17M,6.58,-2.66%,1.10B
ZBIO,"Zenas BioPharma, Inc.",335.16M,8.02,5.25%,-
GIG,GigCapital7 Corp.,335.00M,10.08,-0.04%,-
MBX,"MBX Biosciences, Inc.",334.51M,10.01,-14.00%,-
NFGC,New Found Gold Corp.,333.96M,1.690,-3.98%,-
RBB,RBB Bancorp,332.81M,18.81,-2.13%,115.63M
PKOH,Park-Ohio Holdings Corp.,332.44M,24.88,-2.01%,1.66B
JOUT,Johnson Outdoors Inc.,331.40M,32.40,-1.61%,592.85M
DOMO,"Domo, Inc.",331.24M,8.47,2.54%,318.46M
JAKK,"JAKKS Pacific, Inc.",330.59M,30.08,-0.43%,687.70M
NATH,"Nathan's Famous, Inc.",330.49M,80.91,-0.71%,143.76M
CZNC,Citizens & Northern Corporation,329.20M,21.33,-0.37%,106.13M
NRDY,"Nerdy, Inc.",328.29M,1.820,-1.09%,197.33M
MEC,"Mayville Engineering Company, Inc.",327.21M,15.85,-1.43%,608.88M
NGS,"Natural Gas Services Group, Inc.",326.87M,26.17,-2.53%,152.31M
CCIR,Cohen Circle Acquisition Corp. I,326.63M,10.58,-,-
SPOK,"Spok Holdings, Inc.",325.98M,16.08,-0.19%,137.71M
MPX,Marine Products Corporation,325.96M,9.39,-1.05%,236.56M
NUS,"Nu Skin Enterprises, Inc.",325.61M,6.55,-5.48%,1.78B
BARK,"BARK, Inc.",325.29M,1.870,-2.09%,488.88M
SSBK,"Southern States Bancshares, Inc.",325.16M,32.88,-2.11%,94.14M
DENN,Denny's Corporation,324.91M,6.33,-1.40%,453.01M
CVEO,Civeo Corporation,324.21M,23.54,-0.04%,701.97M
ATYR,"aTyr Pharma, Inc.",324.02M,3.860,3.21%,235.00K
LAES,SEALSQ Corp,323.35M,3.180,-0.93%,20.14M
IPI,"Intrepid Potash, Inc.",323.28M,26.29,-3.02%,206.36M
TPVG,TriplePoint Venture Growth BDC Corp.,322.79M,8.06,1.38%,115.27M
RLGT,"Radiant Logistics, Inc.",322.01M,7.02,-1.68%,795.24M
NOVA,Sunnova Energy International Inc.,321.13M,2.570,-8.87%,809.98M
PMTS,CPI Card Group Inc.,321.06M,28.77,-4.74%,458.38M
HRTG,"Heritage Insurance Holdings, Inc.",320.77M,11.01,1.19%,793.69M
OIS,"Oil States International, Inc.",320.60M,5.08,-3.24%,736.26M
TNGX,"Tango Therapeutics, Inc.",320.11M,2.980,-4.18%,43.38M
HYAC,Haymaker Acquisition Corp. 4,319.71M,10.82,-,-
KRRO,"Korro Bio, Inc.",319.65M,34.12,-0.18%,-
ARTNA,Artesian Resources Corporation,319.24M,31.00,0.68%,105.65M
VMD,"Viemed Healthcare, Inc.",318.89M,8.19,-1.44%,214.30M
NMG,Nouveau Monde Graphite Inc.,318.76M,2.120,-4.93%,-
COOK,"Traeger, Inc.",318.67M,2.440,-3.17%,598.91M
EXFY,"Expensify, Inc.",318.49M,3.580,-1.92%,137.44M
VACH,Voyager Acquisition Corp.,318.46M,10.15,0.20%,-
ALLT,Allot Ltd.,317.63M,8.34,-0.36%,91.63M
SMTI,Sanara MedTech Inc.,317.57M,36.33,-1.38%,78.06M
UROY,Uranium Royalty Corp.,316.60M,2.380,-4.03%,27.48M
LPA,Logistic Properties of the Americas,315.45M,9.92,-0.40%,44.31M
ASUR,"Asure Software, Inc.",313.87M,11.82,-0.59%,115.26M
RMAX,"RE/MAX Holdings, Inc.",313.69M,9.98,-3.01%,311.82M
XOMA,XOMA Royalty Corporation,313.54M,26.61,1.33%,21.61M
IMMP,Immutep Limited,313.18M,2.090,0.97%,2.56M
FSBW,"FS Bancorp, Inc.",312.60M,40.44,-0.52%,139.15M
YSG,Yatsen Holding Limited,312.43M,3.170,-2.46%,472.96M
ALDX,"Aldeyra Therapeutics, Inc.",312.04M,5.24,-2.96%,-
NMRA,"Neumora Therapeutics, Inc.",311.81M,1.930,0.52%,-
NODK,"NI Holdings, Inc.",311.79M,15.10,-1.69%,391.66M
CUB,Lionheart Holdings,310.65M,10.13,0.10%,-
BEAG,Bold Eagle Acquisition Corp.,310.36M,10.15,0.30%,-
MSB,Mesabi Trust,309.63M,23.60,-6.42%,26.79M
SIMA,SIM Acquisition Corp. I,309.50M,10.09,0.02%,-
BCML,BayCom Corp,308.96M,27.99,-1.86%,96.25M
VPG,"Vishay Precision Group, Inc.",308.46M,23.30,-0.81%,323.40M
ACRE,Ares Commercial Real Estate Corporation,308.35M,5.66,-1.57%,39.42M
AUDC,AudioCodes Ltd.,307.69M,10.15,-0.49%,244.18M
MG,"Mistras Group, Inc.",307.62M,9.92,-1.39%,738.98M
TSHA,"Taysha Gene Therapies, Inc.",307.41M,1.500,1.35%,9.92M
EB,"Eventbrite, Inc.",307.11M,3.170,-4.80%,336.37M
ORN,"Orion Group Holdings, Inc.",306.54M,7.88,-2.48%,781.11M
BLZE,"Backblaze, Inc.",306.43M,6.05,-1.79%,122.58M
ZUMZ,Zumiez Inc.,306.00M,15.96,-2.09%,891.86M
MCFT,"MasterCraft Boat Holdings, Inc.",305.85M,18.21,-2.41%,337.64M
USAS,Americas Gold and Silver Corporation,305.47M,0.510,-0.14%,97.12M
VUZI,Vuzix Corporation,304.77M,4.140,8.95%,5.55M
RZLT,"Rezolute, Inc.",304.20M,5.25,0.77%,-
LAW,"CS Disco, Inc.",301.94M,5.04,-2.14%,143.58M
CIX,CompX International Inc.,301.93M,24.51,-4.37%,150.69M
REFI,"Chicago Atlantic Real Estate Finance, Inc.",301.78M,15.37,0.79%,56.86M
BLDE,"Blade Air Mobility, Inc.",301.51M,3.850,-2.78%,241.81M
LSEA,Landsea Homes Corporation,301.15M,8.30,-5.14%,1.46B
COFS,"ChoiceOne Financial Services, Inc.",300.43M,33.51,-1.03%,91.81M
CADL,"Candel Therapeutics, Inc.",300.30M,7.07,1.58%,-
SFST,"Southern First Bancshares, Inc.",300.28M,36.80,-2.54%,93.24M
GHI,Greystone Housing Impact Investors LP,299.98M,12.88,1.02%,34.31M
VYGR,"Voyager Therapeutics, Inc.",297.71M,5.45,-2.85%,163.78M
